ACNO,Title,出版社,Authur Name
C-D3509,瀕死之眼,高寶國際,
C-D3510,新聞與香港社會真相(增訂本),中華書局(香港)有限公司,黃天賜
C-D3511,悲情以外,香港特別行政區政府 社會福利署元朗區福利辦事處,黃天賜
C-D3512,香港非物質文化遺產系列: 涼茶,非凡出版,鄧家宙
C-D3513,寫在人生邊上/人.獸.鬼,天地圖書有限公司,錢鍾書
C-D3514,詩詞欣賞與品德情意,商務印書館(香港)有限公司,施仲諜、杜若鴻、金夢謠等
C-D3515,香港友蝶聚,香港鱗翅目學會有限公司,香港蝴蝶拍攝群英
C-D3516,香港水生植物圖鑑,漁農自然護理署,"葉彥, 葉國樑、陳?健等"
C-D3517,快樂在今天,貝殼出版社,
C-D3518,我們的國家，我們的安全,三聯書店(香港)有限公司,
CD-C0060,小王子,星晨出版有限公司,
CD-C0061,感悟人生的50篇哲理散文,德威國際文化事業有限公司,陳書凱
CD-C0063,搶救上班族英語:商業會話MP3,希伯崙,王琳詔
CD-C0064,香港2009東亞運動會教材套,教育局,
CD-C0067,2010香港中學會考中國語文考試報告及試題專輯(附評卷參考和聆聽考試光碟),香港考試及評核局,
CD-C0068,2010香港高級程度會考中國語文及文化考試報告及試題專輯(附評卷參考和聆聽光碟),香港考試及評核局,/
CD-C0071,2011香港中學會考中國語文及文化考試報告及試題專輯(附評卷參考和聆聽光碟),香港考試及評核局,
CD-C0072,2011香港高級程度會考中國語文及文化考試報告及試題專輯(附評卷參考和聆聽光碟),香港考試及評核局,
CD-C0077,2012 香港中學文憑考試 中國語文及文化考試報告及試題專輯(附評卷參考和聆聽考試光碟),香港考試及評核局,香港考試及評核局
CD-C0081,2012 香港高級程度會考 AS中國語文及文化 考試報告及試題專輯(附評卷參考和聆聽考試光碟),香港考試及評核局,香港考試及評核局.
CD-C0082,2013 香港中學文憑考試 中國語文考試報告及試題專輯(附評卷參考和聆聽考試光碟),香港考試及評核局,
CD-C0085,香港中學文憑 中國語文聆聽及說話能力模擬評估,金石圖書貿易有限公司,"李德康, 黃志聰"
CD-C0087,香港中學文憑 中國語文聆聽及說話能力模擬評估,金石圖書貿易有限公司,"李德康, 黃志聰"
CD-C0088,香港中學文憑 中國語文綜合及寫作能力評估,金石圖書貿易有限公司,"李德康, 陳穎嫻"
CD-C0089,香港中學文憑 中國語文綜合及寫作能力評估,金石圖書貿易有限公司,"李德康, 陳穎嫻"
CD-C0090,香港中學文憑 中國語文綜合及寫作能力評估,金石圖書貿易有限公司,"李德康, 陳穎嫻"
CD-C0091,2014 香港中學文憑考試 中國語文考試報告及試題專輯(附評卷參考),香港考試及評核局,香港考試及評核局
CD-C0093,中華經典導讀(中冊),北京大學出版社,"施仲謀, 杜若鴻, 烏翠文"
CD-C0094,中華經典導讀(下冊),北京大學出版社,"施仲謀, 杜若鴻, 烏翠文"
CD-C0095, 間諜竊密事件簿: 人體城市的營運中心: 口腔‧消化‧排泄,天下雜誌股份有限公司,"施賢琴, 張馨文, 羅國盛等"
CD-C0096,2015 香港中學文憑考試 中國語文 考試報告及試題專輯(附評卷參考及聆聽考試光碟),香港考試及評核局,香港考試及評核局
CD-C0097,全球最令人嚮往的大學城巡禮,日月文化出版股份有限公司,EZ TALK 編輯部
CD-C0098,中華經典導讀(上冊),北京大學出版社,"施仲謀, 杜若鴻, 烏翠文"
CD-C0099,第一本劍橋大學高材生破解面試官英語職場口試應考大全,捷徑文化出版事業有限公司,Nick Stirk
CD-C0100,2016 香港中學文憑考試 中國語文 試題專輯(附評卷參考及考生表現評論),香港考試及評核局,
CD-C0101,2017 香港中學文憑考試 中國語文 試題專輯(附評卷參考、考生表現評論及聆聽考試光碟),香港考試及評核局,
CD-C0102,2018 香港中學文憑考試 中國語文 試題專輯(附評卷參考、考生表現評論及聆聽考試光碟),香港考試及評核局,
CD-C0103,升級奪星實戰訓練 文憑試中國語文試卷三 聆聽及綜合能力考核 模擬試題,Hong Kong Joint-Us Press,"黃澤榕, 蔡仲怡, 梁敏妍 "
CD-C0104,說文學之美: 感覺宋詞,有鹿文化事業有限公司,蔣勳
CD-E0004,HKCEE English Language (B) Papers III (Listening )2000,Hong Kong Exam & Assessment Authority,
CD-E0005,HKCEE English Language (B) Papers III (Listening )2000,Hong Kong Exam & Assessment Authority,
CD-E0006,HKCEE English Language (B) Papers III (Listening )2001,Hong Kong Exam & Assessment Authority,
CD-E0007,HKCEE English Language (B) Papers III (Listening )2001,Hong Kong Exam & Assessment Authority,
CD-E0008,HKCEE English Language (B) Papers III (Listening )2003,Hong Kong Exam & Assessment Authority,
CD-E0009,HKCEE English Language (B) Papers III (Listening )2003,Hong Kong Exam & Assessment Authority,
CD-E0010,HKCEE English Language (B) Papers III (Listening )2004,Hong Kong Exam & Assessment Authority,
CD-E0011,HKCEE English Language (B) Papers III (Listening )2004,Hong Kong Exam & Assessment Authority,
CD-E0012,HKALE Use of English: Paper III 2000,Hong Kong Exam & Assessment Authority,
CD-E0013,HKALE Use of English: Paper III 2000,Hong Kong Exam & Assessment Authority,
CD-E0014,HKALE Use of English: Paper III 2001,Hong Kong Exam & Assessment Authority,
CD-E0015,HKALE Use of English: Paper III 2001,Hong Kong Exam & Assessment Authority,
CD-E0016,HKALE Use of English: Paper III 2003,Hong Kong Exam & Assessment Authority,
CD-E0017,HKALE Use of English: Paper III 2003,Hong Kong Exam & Assessment Authority,
CD-E0018,HKALE Use of English: Paper III 2004,Hong Kong Exam & Assessment Authority,
CD-E0019,HKALE Use of English: Paper III 2004,Hong Kong Exam & Assessment Authority,
CD-E0020,HKALE Use of English 2002,Hong Kong Exam & Assessment Authority,
CD-E0021,HKALE Use of English 2002,Hong Kong Exam & Assessment Authority,
CD-E0022,HKALE Use of English 2002,Hong Kong Exam & Assessment Authority,
CD-E0023,HKCEE English Language (Syl. B) Paper I-IV 2002,Hong Kong Exam & Assessment Authority,
CD-E0024,HKCEE English Language (Syl. B) Paper I-IV 2002,Hong Kong Exam & Assessment Authority,
CD-E0032,Theme-Based Vocabulary 3,,Michelle Spoon
CD-E0033,Theme-Based Vocabulary 2,,Michelle Spoon
CD-E0034,Theme-Based Vocabulary 1,,Neeraja Sharma
CD-E0061,Standard Grade Success Guide,Leckie & Leckie,"Hannah Kingston, Denyse Kozub"
CD-E0062,Discussion Process and Principles,Language Solutions Incorporated,"LeBeau, Charles."
CD-E0063,Getting Ready for Speech,Language Solutions Incorporated,"Charles Lebeau, David Harrington"
CD-E0064,Discover Debate,Language Solutions Incorporated,"MKichael Lubetsy, Charles Lebeau and David Harrington"
CD-E0080,2010 HKCEE English Language(syllabus B) Examination Report and Question Papers(With marking scheme and listening test CD),香港考試及評核局,/
CD-E0081,2010 HKALE AS Use of English Examination Report and Question Papers(With marking schemes and listening test CD),香港考試及評核局,
CD-E0082,Mathematics Today for HKDSE : Multiple Choice Practice(HKDSE Paper 2),Hong Kong Educational Publishing Co.,Cheng & Yuen
CD-E0083,Longman Exam Series : HKDSE Mathematics Multiple Choice Questions,Pearson Longman,"C M Yeung, K Y Lee, W K Ching, K K Hui"
CD-E0084,2011 HKALE AS Use of English Examination Report and Question Papers(With marking schemes and listening test CD),香港考試及評核局,
CD-E0085,2011 HKCEE English Language Examination Report and Question Papers(With marking schemes and listening test CD),香港考試及評核局,
CD-E0086,IELTS雅思考試一站通,Original Press (Asia) Limited,Richard Eng
CD-E0087,Longman Exam Series : HKDSE Mathematics Multiple Choice Questions,Pearson Longman,"C M Yeung, K Y Lee, W K Ching, K K Hui"
CD-E0088,Longman Exam Series : HKDSE Mathematics Multiple Choice Questions,Pearson Longman,"C M Yeung, K Y Lee, W K Ching, K K Hui"
CD-E0092,Pre-university English for HKDSE : Paper 3 Book 1,Original Press (Asia) Limited,"Mr. Richard Eng, Mr. Christopher Deans, Mr. Scott Smyth"
CD-E0093,2012 HKDSE : English Language Examination Report and Question Papers (with marking schemes and listening test CD),Hong Kong Examination and Assessment Authority,香港考試及評核局
CD-E0094,2012 HKDSE : English Language Examination Report and Question Papers (with marking schemes and listening test CD),Hong Kong Examination and Assessment Authority,香港考試及評核局
CD-E0096,2012 HKALE : AS Use of EnglishExamination Report and Question Papers (with marking schemes and listening test CD),Hong Kong Examination and Assessment Authority,HKEAA
CD-E0097,2012 HKALE : AS Use of EnglishExamination Report and Question Papers (with marking schemes and listening test CD),Hong Kong Examination and Assessment Authority,HKEAA
CD-E0098,Pre-university English for HKDSE : Paper 3 Listening & Integrated Skills Book 1,Original Press (Asia) Limited,"Mr. Richard Eng, Mr. Christopher Deans, Mr. Scott Smyth"
CD-E0100,"2017 HKDSE English Languages Question Papers(With marking schemes, comments on candidates' performance and listening test CD)",Hong Kong Examination and Assessment Authority,
CD-E0101,334 Maths Series : DSE Maths Preview Ver. B (In Exam Format) Compulsory Part : F.1-4 Topics,HK EXAM & Research,Leo C.F. Leung
CD-E0102,Longman Exam Series : HKDSEE Mathematics Mock Exam Papers(Compulsory)(New Edition),Pearson Longman,"K C Chan, W K Ching, C S Tin"
CD-E0103,Longman Exam Series : HKDSEE Mathematics Mock Exam Papers(Compulsory)(New Edition),Pearson Longman,"K C Chan, W K Ching, C S Tin"
CD-E0104,Longman Exam Series : HKDSEE Mathematics Mock Exam Papers(Compulsory)(New Edition),Pearson Longman,"K C Chan, W K Ching, C S Tin"
CD-E0108,For 2014 HKDSE Exam :  Mathematics Mock Exam Power Pack (Compulsory Part),Achiever,"H.M. Chan, H.M. Chu"
CD-E0109,For 2014 HKDSE Exam :  Mathematics Mock Exam Power Pack (Compulsory Part),Achiever,"H.M. Chan, H.M. Chu"
CD-E0112,2013 HKDSEE English Language Examination Report and Question Papers(With marking schemes and listening test CD),Hong Kong Examination and Assessment Authority,
CD-E0114,2013 HKDSEE English Language Examination Report and Question Papers(With marking schemes and listening test CD),Hong Kong Examination and Assessment Authority,
CD-E0116,Collins English for Exams : Speaking for IELTS,Harper Collins,Karen Kovacs
CD-E0117,2014 HKDSE English Language Examination Report and Question Papers(With marking schemes and listening test CD),Hong Kong Examination and Assessment Authority,
CD-E0118,2014 HKDSE English Language Examination Report and Question Papers(With marking schemes and listening test CD),Hong Kong Examination and Assessment Authority,
CD-E0119,2015 HKDSE English Language Examination Report and Question Papers(With marking schemes and listening test CD),Hong Kong Examination and Assessment Authority,
CD-E0120,Pre-university English for HKDSE : Paper 4 Speaking,Original Press (Asia) Limited,"Mr. Richard Eng, Mr. Christopher Deans, Rennie Marques"
CD-E0121,"2016 HKDSE English Languages Question Papers(With marking schemes, comments on candidates' performance and listening test CD)",Hong Kong Examination and Assessment Authority,
CD-E0122,"2018 HKDSE English Language Question Papers(With marking schemes, comments on candidates' performance and listening test CD)",Hong Kong Examination and Assessment Authority,
CD-E0123,Hidden Figures (Book and CD),Scholastic LTD,Sherman Alexie
CD-E0124,IELTS Practice Tests 1 (Student's Book with Answer),Express Publishing,"James Milton, Huw  Bell, Peter  Neville"
CD-E0125,IELTS Practice Tests 2 (Student's Book with Answer),Express Publishing,"James Milton, Huw  Bell, Peter  Neville"
CD-E0127,Timesaver for Exam: IELTS - Practice Tests & Tips(5.5-7.5),Scholastic LTD,Liz Joiner
CDR-C0044,當代傑出華人科學家公開講座,,
CDR-C0047,改革高中及高等教育學制--對未來的投資,,
CDR-C0048,生活英語圖解大百科,Live ABC 互動英語教學集團,王琳詔
CDR-C0049,老外教你說英語‧實用應用篇,Live ABC 互動英語教學集團,楊璿
CDR-C0050,中國飛天夢,明報,
CDR-C0060,新高中倫理與宗教課程支援教材組織體驗學習活動系列(I) : 墳場考察,,
CDR-C0061,搶救上班族英語:用英語開會,希伯崙,王琳詔
CDR-C0062,搶救上班族英語:商業寫作,希伯崙,王琳詔
CDR-C0063,搶救上班族英語:商業會話CD-R,希伯崙,王琳詔
CDR-C0067,勇寫無懼‧讀創高峰(一),香港扶幼會,
CDR-C0070,與名人對談系列 : 透過藝術培育學生的健康成長,,
CDR-C0073,高中中國歷史(中四王至中六)課程支援教材,香港特別行政區政府教育局課程發展處中國語文教育組,
CDR-C0075,新高中旅遊與款待課程支援教材堵中四至中六) : 多媒體系列-酒店,教育局個人、社會及人文教育組,
CDR-C0076,通識科 跨單元 試題練習,齡記出版有限公司,"招錦芬, 陶潔瑩, 林冰冰等"
CDR-C0077,通識科 跨單元 試題練習,齡記出版有限公司,"招錦芬, 陶潔瑩, 林冰冰等"
CDR-C0081,看一次就懂: 徹底學會英文句型,LiveABC互動英語教學集團/希伯崙股份有限公司,
CDR-C0082,四大軟件MS Office 互動教程,萬里機構‧萬里書店,"蔡劍南, 蔡劍南中文電腦中心"
CDR-C0083,Word  For Automation 自動化教程,萬里機構‧萬里書店,蔡劍南中文電腦中心
CDR-C0085,PowerPoint Presentation For Automation 自動化教程,萬里機構‧萬里書店,蔡劍南
CDR-C0086,簡單學Basic4android: 用VB輕鬆開發Android App,碁峰資訊股份有限公司,陳會安
CDR-C0087,手機應用程式設計超簡單: App Inventor 2 零基礎入門班,碁峰資訊股份有限公司,文淵閣工作室
CDR-C0088,中國語文聆聽及綜合應試訓練,優閱出版有限公司,"李德康, 梁嘉俊"
CDR-C0089,中國語文聆聽及綜合應試訓練,優閱出版有限公司,"李德康, 梁嘉俊"
CDR-C0090,香港中學文憑 中國語文聆聽及綜合評估模擬試卷,優閱出版有限公司,"李德康, 曾淦賢"
CDR-C0091,香港中學文憑 中國語文聆聽及綜合評估模擬試卷,優閱出版有限公司,"李德康, 曾淦賢"
CDR-C0093,香港中學文憑 中國語文聆聽及綜合評估模擬試卷,優閱出版有限公司,"李德康, 曾淦賢"
CDR-C0094,專門替華人寫的圖解韓語單字,檸檬樹國際書版有限公司 檸檬樹出版社,檸檬樹韓語教學團隊
CDR-C0095,美國街頭巷尾最常用的生活片語 ,希伯崙,王琳紹
CDR-C0096,生活情境英語圖解大百科 ,希伯崙,王琳紹
CDR-C0097,百變金鋼：新一代樂高機器人EV3讓你從玩家變成專家,書泉出版社,李春雄
CDR-C0098,STEP BY STEP英文寫作特訓班,希伯崙,王琳詔
CDR-C0099,看影片學英語跟老外做朋友 ,希伯崙,王琳詔
CDR-C0100,你也會寫Android應用程式: App Inventor 2設計教本 ,松崗資產管理股份有限公司,黃建庭
CDR-C0101,手機應用程式設計超簡單--App Inventor 2專題特訓班(中文介面第二版),碁峰資訊,鄧文淵 總監製
CDR-C0102,楊比比的Photoshop濾鏡編修: 工作效率與照片特色平衡的關鍵,碁峰資訊,楊比比
CDR-C0103,日語必學基本功 五十音+句型+會話,希伯崙,佐菔生
CDR-C0104,老闆要你會的職場英語必用句,希伯崙,
CDR-C0105,mBot創意機器人: 使用Scratch(mBlock)含App Inventor程式設計,台科大圖書股份有限公司,
CDR-C0106,新觀念 Microsoft Visual Basic 2017 程式設計,旗標出版股份有限公司,施威銘研究室
CDR-C0107,Microsoft SQL Server 2016 設計實務 ,旗標出版股份有限公司,施威銘研究室
CDR-C0108,Microsoft Excel 2013 商用範例實作,旗標出版股份有限公司,施威銘研究室
CDR-C0109,Flash CS6全新進化,松崗電腦圖書資料股份有限公司,
CDR-C0110,日語必學基本功: 五十音+句型+會話,希伯崙,"呂昶億, 杜憤甄"
CDR-C0111,Arduino連上網好好玩! 手機遠端遙控．即時監測．雲端智慧,旗標出版股份有限公司,三津村直貴
CDR-C0112,韓語入門80堂課字母+發音+實用短句,希伯崙,王蜜亞
CDR-C0113,新高中中國語文應試系列: 模擬試卷(2014加強版),樂思教育出版有限公司,"王嘉傑, 梁柏鍵, 許經豪等"
CDR-E0028,Introduction to the basic law of the Hong Kong special administrative region,法律出版社 / 三聯書店(香港)有限公司,
